campaign_id,customer_id,Coupon_redeem,Item_purchased
,1118,10,384.00
,1119,3,341.00
,1120,,382.00
,1121,8,939.00
,1122,14,782.00
,1123,,528.00
,1124,1,889.00
,1125,2,178.00
,1126,5,252.00
,1127,1,300.00
,1128,1,229.00
,1129,4,531.00
,1130,4,427.00
,1131,38,635.00
,1132,2,206.00
,1133,,468.00
,1134,2,423.00
,1135,1,752.00
,1136,108,886.00
,1137,3,307.00
,1138,,211.00
,1139,,360.00
,1140,9,726.00
,1141,10,409.00
,1142,56,436.00
,1143,2,240.00
,1144,26,376.00
,1145,9,524.00
,1146,12,817.00
,1147,,322.00
,1148,17,409.00
,1149,6,144.00
,1150,1,47.00
,1151,4,195.00
,1152,6,1067.00
,1153,1,238.00
,1154,6,702.00
,1155,12,356.00
,1156,2,682.00
,1157,15,1394.00
,1158,,686.00
,1159,54,725.00
,1160,2,269.00
,1161,25,282.00
,1162,1,201.00
,1163,3,128.00
,1164,4,240.00
,1165,4,282.00
,1166,12,958.00
,1167,4,551.00
,1168,35,563.00
,1169,8,297.00
,1170,3,709.00
,1171,,237.00
,1172,7,196.00
,1173,,178.00
,1174,5,480.00
,1175,2,63.00
,1176,18,280.00
,1177,2,190.00
,1178,3,605.00
,1179,11,368.00
,1180,2,73.00
,1181,,393.00
,1182,50,912.00
,1183,,554.00
,1184,15,1717.00
,1185,2,265.00
,1186,1,666.00
,1187,32,874.00
,1188,,191.00
,1189,2,304.00
,1190,,229.00
,1191,2,390.00
,1192,5,820.00
,1193,19,400.00
,1194,16,465.00
,1195,1,221.00
,1196,7,134.00
,1197,,276.00
,1198,27,437.00
,1199,8,709.00
,1200,,421.00
,1201,,581.00
,1202,22,318.00
,1203,1,476.00
,1204,2,385.00
,1205,2,242.00
,1206,1,211.00
,1207,1,283.00
,1208,172,472.00
,1209,8,536.00
,1210,15,768.00
,1211,,319.00
,1212,5,410.00
,1213,,116.00
,1214,,252.00
,1215,4,710.00
,1216,26,711.00
,1217,,292.00
,1218,,335.00
,1219,3,214.00
,1220,,145.00
,1221,,37.00
,1222,1,373.00
,1223,,155.00
,1224,27,656.00
,1225,2,269.00
,1226,18,560.00
,1227,1,270.00
,1228,3,340.00
,1229,17,364.00
,1230,2,318.00
,1231,17,401.00
,1232,5,677.00
,1233,,214.00
,1234,2,229.00
,1235,1,166.00
,1236,5,558.00
,1237,1,473.00
,1238,6,517.00
,1239,153,1043.00
,1240,7,544.00
,1241,2,235.00
,1242,10,132.00
,1243,1,524.00
,1244,1,131.00
,1245,,316.00
,1246,5,704.00
,1247,3,441.00
,1248,38,586.00
,1249,15,259.00
,1250,51,362.00
,1251,5,266.00
,1252,5,1101.00
,1253,1,280.00
,1254,2,418.00
,1255,,264.00
,1256,1,225.00
,1257,164,724.00
,1258,22,364.00
,1259,10,623.00
,1260,19,325.00
,1261,6,331.00
,1262,,130.00
,1263,17,771.00
,1264,2,333.00
,1265,,258.00
,1266,37,425.00
,1267,2,331.00
,1268,1,677.00
,1269,,270.00
,1270,32,930.00
,1271,1,703.00
,1272,1,155.00
,1273,30,502.00
,1274,,261.00
,1275,1,160.00
,1276,19,357.00
,1277,,103.00
,1278,,185.00
,1279,2,294.00
,1280,3,225.00
,1281,1,316.00
,1282,,255.00
,1283,1,221.00
,1284,,414.00
,1285,25,370.00
,1286,1,222.00
,1287,,189.00
,1288,,107.00
,1289,5,664.00
,1290,,516.00
,1291,7,539.00
,1292,2,369.00
,1293,,206.00
,1294,4,275.00
,1295,8,348.00
,1296,7,415.00
,1297,,257.00
,1298,22,762.00
,1299,2,224.00
,1300,1,532.00
,1301,11,337.00
,1302,11,323.00
,1303,11,402.00
,1304,1,266.00
,1305,9,626.00
,1306,1,212.00
,1307,4,164.00
,1308,3,388.00
,1309,22,725.00
,1310,3,244.00
,1311,,482.00
,1312,4,445.00
,1313,,116.00
,1314,6,428.00
,1315,47,598.00
,1316,,262.00
,1317,18,946.00
,1318,2,344.00
,1319,3,793.00
,1320,1,466.00
,1321,58,373.00
,1322,,306.00
,1323,1,490.00
,1324,4,516.00
,1325,2,92.00
,1326,,40.00
,1327,4,315.00
,1328,2,211.00
,1329,,315.00
,1330,2,250.00
,1331,1,186.00
,1332,9,1127.00
,1333,127,326.00
,1334,12,565.00
,1335,31,330.00
,1336,164,1053.00
,1337,14,1415.00
,1338,10,208.00
,1339,16,519.00
,1340,,283.00
,1341,62,638.00
,1342,2,275.00
,1343,4,711.00
,1344,20,408.00
,1345,6,502.00
,1346,,528.00
,1347,11,887.00
,1348,,391.00
,1349,18,313.00
,1350,5,581.00
,1351,3,427.00
,1352,1,684.00
,1353,1,219.00
,1354,1,168.00
,1355,,253.00
,1356,1,547.00
,1357,15,324.00
,1358,5,125.00
,1359,3,190.00
,1360,13,577.00
,1361,41,329.00
,1362,,179.00
,1363,,86.00
,1364,84,493.00
,1365,6,384.00
,1366,,361.00
,1367,43,528.00
,1368,7,760.00
,1369,35,399.00
,1370,,187.00
,1371,4,550.00
,1372,3,694.00
,1373,,189.00
,1374,,59.00
,1375,,316.00
,1376,3,208.00
,1377,,672.00
,1378,24,850.00
,1379,3,372.00
,1380,2,215.00
,1381,,320.00
,1382,12,855.00
,1383,2,1307.00
,1384,4,660.00
,1385,41,613.00
,1386,18,554.00
,1387,28,1004.00
,1388,,420.00
,1389,4,490.00
,1390,2,336.00
,1391,,836.00
,1392,6,1150.00
,1393,,649.00
,1394,,250.00
,1395,,204.00
,1396,5,660.00
,1397,,277.00
,1398,7,650.00
,1399,,374.00
,1400,34,404.00
,1401,1,352.00
,1402,,533.00
,1403,,401.00
,1404,26,862.00
,1405,1,639.00
,1406,,199.00
,1407,47,587.00
,1408,14,921.00
,1409,4,463.00
,1410,1,332.00
,1411,1,461.00
,1412,23,453.00
,1413,3,276.00
,1414,8,266.00
,1415,11,518.00
,1416,3,290.00
,1417,1,228.00
,1418,6,585.00
,1419,1,435.00
,1420,1,324.00
,1421,,122.00
,1422,5,224.00
,1423,1,288.00
,1424,15,777.00
,1425,,210.00
,1426,1,199.00
,1427,4,524.00
,1428,4,827.00
,1429,1,191.00
,1430,1,838.00
,1431,7,1215.00
,1432,,824.00
,1433,8,226.00
,1434,3,791.00
,1435,1,200.00
,1436,1,532.00
,1437,5,245.00
,1438,2,596.00
,1439,,119.00
,1440,2,141.00
,1441,57,834.00
,1442,1,215.00
,1443,5,131.00
,1444,13,1468.00
,1445,,136.00
,1446,4,340.00
,1447,2,270.00
,1448,,182.00
,1449,3,1142.00
,1450,4,1023.00
,1451,2,1209.00
,1452,18,320.00
,1453,4,553.00
,1454,6,482.00
,1455,4,325.00
,1456,1,208.00
,1457,35,628.00
,1458,12,598.00
,1459,2,274.00
,1460,6,874.00
,1461,11,459.00
,1462,,137.00
,1463,47,1235.00
,1464,2,1582.00
,1465,,193.00
,1466,14,1842.00
,1467,32,301.00
,1468,1,329.00
,1469,7,976.00
,1470,6,568.00
,1471,95,619.00
,1472,61,727.00
,1473,2,1034.00
,1474,2,359.00
,1475,8,1118.00
,1476,5,298.00
,1477,6,851.00
,1478,33,271.00
,1479,10,552.00
,1480,7,357.00
,1481,2,630.00
,1482,1,120.00
,1483,4,219.00
,1484,4,298.00
,1485,15,1029.00
,1486,,368.00
,1487,4,481.00
,1488,1,134.00
,1489,9,293.00
,1490,4,839.00
,1491,,328.00
,1492,2,814.00
,1493,14,705.00
,1494,4,725.00
,1495,1,236.00
,1496,136,567.00
,1497,,250.00
,1498,2,391.00
,1499,5,533.00
,1500,33,604.00
,1501,1,184.00
,1502,3,347.00
,1503,,179.00
,1504,4,627.00
,1505,,139.00
,1506,46,413.00
,1507,12,256.00
,1508,,163.00
,1509,1,696.00
,1510,1,155.00
,1511,,253.00
,1512,1,172.00
,1513,4,72.00
,1514,3,305.00
,1515,,89.00
,1516,3,601.00
,1517,10,257.00
,1518,85,1043.00
,1519,1,313.00
,1520,5,416.00
,1521,12,483.00
,1522,6,304.00
,1523,,281.00
,1524,14,1072.00
,1525,,219.00
,1526,,384.00
,1527,,186.00
,1528,,399.00
,1529,39,964.00
,1530,14,439.00
,1531,,550.00
,1532,12,507.00
,1533,1,178.00
,1534,33,768.00
,1535,2,222.00
,1536,4,373.00
,1537,9,765.00
,1538,5,539.00
,1539,,249.00
,1540,,105.00
,1541,1,179.00
,1542,33,170.00
,1543,10,352.00
,1544,25,941.00
,1545,27,586.00
,1546,,546.00
,1547,193,893.00
,1548,56,428.00
,1549,156,798.00
,1550,,398.00
,1551,10,484.00
,1552,7,378.00
,1553,,230.00
,1554,30,246.00
,1555,72,2312.00
,1556,73,797.00
,1557,,222.00
,1558,82,1150.00
,1559,15,442.00
,1560,26,126.00
,1561,,124.00
,1562,17,114.00
,1563,10,437.00
,1564,1,142.00
,1565,3,426.00
,1566,29,1092.00
,1567,29,487.00
,1568,2,436.00
,1569,1,47.00
,1570,2,742.00
,1571,,314.00
,1572,4,558.00
,1573,21,587.00
,1574,314,1517.00
,1575,,275.00
,1576,,392.00
,1577,2,238.00
,1578,28,458.00
,1579,5,561.00
,1580,,383.00
,1581,,314.00
,1582,56,579.00
12,1,78,464.00
,2,3,270.00
,3,53,398.00
,4,1,123.00
,5,2,443.00
,6,5,383.00
,7,15,678.00
,8,151,655.00
,9,7,365.00
,10,,264.00
,11,10,275.00
,12,34,421.00
,13,1,974.00
,14,26,304.00
,15,30,431.00
,16,,308.00
,17,4,268.00
,18,,276.00
,19,4,356.00
,20,,214.00
,21,3,272.00
,22,115,249.00
,23,2,392.00
,24,,317.00
,25,1,83.00
,26,1,100.00
,27,13,785.00
,28,2,932.00
,29,,195.00
,30,17,185.00
,31,7,182.00
,32,1,137.00
,33,2,638.00
,34,,249.00
,35,,130.00
,36,5,594.00
,37,1,245.00
,38,1,600.00
,39,,137.00
,40,30,632.00
,41,2,286.00
,42,45,839.00
,43,2,317.00
,44,,231.00
,45,114,623.00
,46,20,563.00
,47,2,706.00
,48,12,220.00
,49,2,689.00
,50,,367.00
,51,9,255.00
,52,19,754.00
,53,,198.00
,54,22,424.00
,55,9,350.00
,56,1,784.00
,57,,176.00
,58,2,655.00
,59,1,445.00
,60,37,1301.00
,61,,257.00
,62,,203.00
,63,73,455.00
,64,15,684.00
,65,,189.00
,66,1,601.00
,67,,247.00
,68,14,836.00
,69,8,294.00
,70,,125.00
,71,49,525.00
,72,14,813.00
,73,1,434.00
,74,,470.00
,75,1,493.00
,76,15,342.00
,77,,131.00
,78,47,1186.00
,79,1,420.00
,80,40,728.00
,81,5,81.00
,82,13,441.00
,83,,334.00
,84,1,290.00
,85,2,451.00
,86,1,383.00
,87,1,351.00
,88,63,894.00
,89,37,424.00
,90,9,813.00
,91,,352.00
,92,8,388.00
,93,3,613.00
,94,1,499.00
,95,12,232.00
,96,5,297.00
,97,4,247.00
,98,1,314.00
,99,,202.00
,100,50,938.00
,101,,357.00
,102,2,222.00
,103,,735.00
,104,14,188.00
,105,4,260.00
,106,11,783.00
,107,1,422.00
,108,74,130.00
,109,,166.00
,110,1,293.00
,111,,270.00
,112,6,585.00
,113,12,283.00
,114,,168.00
,115,,100.00
,116,,323.00
,117,2,205.00
,118,2,231.00
,119,7,435.00
,120,2,262.00
,121,3,161.00
,122,,372.00
,123,13,326.00
,124,3,346.00
,125,,260.00
,126,,491.00
,127,13,651.00
,128,11,1234.00
,129,,76.00
,130,,219.00
,131,93,322.00
,132,35,519.00
,133,4,417.00
,134,,221.00
,135,4,535.00
,136,1,287.00
,137,3,232.00
,138,2,184.00
,139,8,251.00
,140,1,667.00
,141,2,783.00
,142,3,310.00
,143,,369.00
,144,1,599.00
,145,,409.00
,146,,210.00
,147,2,219.00
,148,2,304.00
,149,3,572.00
,150,34,1403.00
,151,6,942.00
,152,12,281.00
,153,71,641.00
,154,5,571.00
,155,11,615.00
,156,,122.00
,157,,144.00
,158,106,784.00
,159,10,230.00
,160,1,358.00
,161,60,1137.00
,162,54,670.00
,163,,321.00
,164,40,595.00
,165,1,154.00
,166,5,717.00
,167,9,490.00
,168,,321.00
,169,1,315.00
,170,2,275.00
,171,,81.00
,172,,212.00
,173,1,377.00
,174,1,547.00
,175,,296.00
,176,23,197.00
,177,,177.00
,178,5,168.00
,179,36,427.00
,180,4,483.00
,181,4,433.00
,182,,115.00
,183,1,445.00
,184,,362.00
,185,,436.00
,186,1,565.00
,187,1,289.00
,188,1,478.00
,189,31,663.00
,190,1,287.00
,191,3,702.00
,192,4,682.00
,193,,218.00
,194,7,467.00
,195,2,1035.00
,196,14,298.00
,197,71,521.00
,198,,178.00
,199,,215.00
,200,28,364.00
,201,,330.00
,202,39,590.00
,203,,161.00
,204,2,557.00
,205,84,512.00
,206,1,453.00
,207,20,810.00
,208,6,1254.00
,209,,313.00
,210,2,194.00
,211,1,196.00
,212,1,707.00
,213,,209.00
,214,31,736.00
,215,,296.00
,216,1,169.00
,217,6,95.00
,218,,208.00
,219,6,356.00
,220,3,274.00
,221,2,170.00
,222,2,676.00
,223,,286.00
,224,,242.00
,225,,235.00
,226,7,491.00
,227,1,387.00
,228,38,960.00
,229,3,229.00
,230,5,1047.00
,231,8,965.00
,232,4,332.00
,233,2,404.00
,234,4,484.00
,235,182,728.00
,236,1,155.00
,237,,181.00
,238,7,440.00
,239,10,1283.00
,240,7,567.00
,241,,459.00
,242,,332.00
,243,17,461.00
,244,3,575.00
,245,7,443.00
,246,17,372.00
,247,,341.00
,248,34,743.00
,249,19,488.00
,250,74,1083.00
,251,1,210.00
,252,,166.00
,253,1,710.00
,254,6,648.00
,255,,203.00
,256,4,132.00
,257,9,597.00
,258,1,347.00
,259,4,1435.00
,260,3,197.00
,261,5,86.00
,262,1,623.00
,263,1,293.00
,264,3,298.00
,265,84,619.00
,266,2,161.00
,267,5,497.00
,268,8,351.00
,269,1,332.00
,270,,341.00
,271,1,560.00
,272,10,227.00
,273,,433.00
,274,79,731.00
,275,2,610.00
,276,44,565.00
,277,3,587.00
,278,3,122.00
,279,3,365.00
,280,,133.00
,281,,472.00
,282,,295.00
,283,46,677.00
,284,13,263.00
,285,,68.00
,286,,123.00
,287,,212.00
,288,12,201.00
,289,3,344.00
,290,,213.00
,291,,156.00
,292,,196.00
,293,23,851.00
,294,9,609.00
,295,20,267.00
,296,4,87.00
,297,6,110.00
,298,4,247.00
,299,9,288.00
,300,130,501.00
,301,1,327.00
,302,8,502.00
,303,79,857.00
,304,1,200.00
,305,19,956.00
,306,,300.00
,307,5,297.00
,308,1,264.00
,309,6,341.00
,310,10,529.00
,311,4,389.00
,312,,285.00
,313,4,313.00
,314,2,401.00
,315,16,415.00
,316,1,502.00
,317,151,500.00
,318,,498.00
,319,37,612.00
,320,27,424.00
,321,1,372.00
,322,,168.00
,323,1,434.00
,324,,670.00
,325,1,244.00
,326,,166.00
,327,15,1005.00
,328,7,397.00
,329,22,565.00
,330,,202.00
,331,,318.00
,332,1,547.00
,333,41,484.00
,334,14,191.00
,335,3,295.00
,336,15,297.00
,337,3,310.00
,338,3,443.00
,339,2,252.00
,340,1,342.00
,341,4,245.00
,342,2,344.00
,343,,262.00
,344,3,344.00
,345,,244.00
,346,,364.00
,347,,146.00
,348,6,375.00
,349,,178.00
,350,2,368.00
,351,7,422.00
,352,8,248.00
,353,4,627.00
,354,1,242.00
,355,6,803.00
,356,,306.00
,357,1,808.00
,358,,246.00
,359,4,397.00
,360,2,244.00
,361,,241.00
,362,2,701.00
,363,5,688.00
,364,1,110.00
,365,,231.00
,366,10,414.00
,367,248,637.00
,368,4,1101.00
,369,,511.00
,370,15,534.00
,371,1,317.00
,372,3,102.00
,373,2,532.00
,374,2,502.00
,375,,321.00
,376,1,146.00
,377,4,547.00
,378,35,860.00
,379,19,1224.00
,380,3,345.00
,381,4,420.00
,382,,248.00
,383,2,622.00
,384,11,317.00
,385,67,426.00
,386,,584.00
,387,,596.00
,388,,189.00
,389,39,611.00
,390,,449.00
,391,14,607.00
,392,5,410.00
,393,6,221.00
,394,1,320.00
,395,8,257.00
,396,5,601.00
,397,3,198.00
,398,5,283.00
,399,5,403.00
,400,3,521.00
,401,60,464.00
,402,3,556.00
,403,43,497.00
,404,61,580.00
,405,,306.00
,406,,47.00
,407,4,813.00
,408,4,372.00
,409,10,534.00
,410,,99.00
,411,3,472.00
,412,15,1138.00
,413,1,369.00
,414,14,531.00
,415,2,354.00
,416,41,549.00
,417,1,334.00
,418,2,944.00
,419,3,335.00
,420,2,541.00
,421,10,827.00
,422,,401.00
,423,2,120.00
,424,17,487.00
,425,1,73.00
,426,2,716.00
,427,35,557.00
,428,10,316.00
,429,6,326.00
,430,1,493.00
,431,19,284.00
,432,4,786.00
,433,48,803.00
,434,2,444.00
,435,5,201.00
,436,21,435.00
,437,,468.00
,438,2,481.00
,439,16,364.00
,440,,401.00
,441,4,479.00
,442,,349.00
,443,5,261.00
,444,4,809.00
,445,,163.00
,446,2,602.00
,447,19,1048.00
,448,,407.00
,449,2,219.00
,450,13,706.00
,451,2,278.00
,452,3,432.00
,453,1,610.00
,454,,181.00
,455,,496.00
,456,4,1145.00
,457,,367.00
,458,4,678.00
,459,19,541.00
,460,24,858.00
,461,18,333.00
,462,22,417.00
,463,28,171.00
,464,191,1885.00
,465,,83.00
,466,22,626.00
,467,2,493.00
,468,1,296.00
,469,1,499.00
,470,3,847.00
,471,,222.00
,472,,84.00
,473,6,480.00
,474,9,455.00
,475,7,196.00
,476,,143.00
,477,,232.00
,478,1,462.00
,479,2,728.00
,480,1,340.00
,481,27,663.00
,482,1,243.00
,483,44,503.00
,484,1,795.00
,485,1,169.00
,486,1,360.00
,487,,209.00
,488,,504.00
,489,1,122.00
,490,7,404.00
,491,5,289.00
,492,,144.00
,493,,161.00
,494,18,677.00
,495,1,870.00
,496,3,418.00
,497,15,294.00
,498,14,793.00
,499,7,632.00
,500,,331.00
,501,6,841.00
,502,1,422.00
,503,12,307.00
,504,,374.00
,505,,109.00
,506,4,244.00
,507,,138.00
,508,,494.00
,509,3,174.00
,510,53,906.00
,511,2,277.00
,512,3,196.00
,513,2,218.00
,514,,349.00
,515,1,800.00
,516,2,206.00
,517,,202.00
,518,3,581.00
,519,,313.00
,520,26,655.00
,521,2,400.00
,522,,332.00
,523,16,128.00
,524,9,467.00
,525,4,534.00
,526,18,735.00
,527,,265.00
,528,18,983.00
,529,27,251.00
,530,6,730.00
,531,,166.00
,532,,188.00
,533,2,868.00
,534,1,138.00
,535,1,579.00
,536,27,390.00
,537,1,668.00
,538,,501.00
,539,1,190.00
,540,2,231.00
,541,2,444.00
,542,,80.00
,543,4,513.00
,544,5,402.00
,545,1,348.00
,546,3,597.00
,547,,126.00
,548,1,244.00
,549,1,177.00
,550,13,594.00
,551,59,563.00
,552,16,703.00
,553,,689.00
,554,5,371.00
,555,,469.00
,556,65,346.00
,557,1,712.00
,558,3,220.00
,559,8,555.00
,560,12,627.00
,561,5,570.00
,562,,121.00
,563,,255.00
,564,18,406.00
,565,31,819.00
,566,195,986.00
,567,8,555.00
,568,1,310.00
,569,1,431.00
,570,23,873.00
,571,1,582.00
,572,2,992.00
,573,1,410.00
,574,2,257.00
,575,5,250.00
,576,,222.00
,577,5,549.00
,578,43,1402.00
,579,2,326.00
,580,1,171.00
,581,,92.00
,582,,298.00
,583,10,632.00
,584,1,277.00
,585,1,409.00
,586,12,310.00
,587,7,313.00
,588,,225.00
,589,,77.00
,590,3,493.00
,591,6,229.00
,592,1,524.00
,593,7,515.00
,594,31,523.00
,595,5,660.00
,596,25,1295.00
,597,,173.00
,598,83,792.00
,599,,301.00
,600,3,426.00
,601,1,201.00
,602,,303.00
,603,11,641.00
,604,3,491.00
,605,1,258.00
,606,1,420.00
,607,17,238.00
,608,13,522.00
,609,1,342.00
,610,,344.00
,611,3,433.00
,612,,479.00
,613,5,618.00
,614,2,418.00
,615,,220.00
,616,1,492.00
,617,1,241.00
,618,5,287.00
,619,3,826.00
,620,,425.00
,621,8,468.00
,622,1,975.00
,623,,230.00
,624,2,436.00
,625,,392.00
,626,135,1309.00
,627,90,1054.00
,628,36,524.00
,629,3,179.00
,630,,210.00
,631,1,301.00
,632,143,863.00
,633,3,699.00
,634,8,344.00
,635,1,230.00
,636,7,202.00
,637,2,556.00
,638,19,978.00
,639,2,343.00
,640,,341.00
,641,18,292.00
,642,1,241.00
,643,,257.00
,644,3,228.00
,645,,350.00
,646,,263.00
,647,2,310.00
,648,,434.00
,649,10,696.00
,650,11,421.00
,651,,294.00
,652,9,525.00
,653,9,243.00
,654,,170.00
,655,2,870.00
,656,2,306.00
,657,31,628.00
,658,2,553.00
,659,20,611.00
,660,,398.00
,661,5,381.00
,662,,91.00
,663,,273.00
,664,4,533.00
,665,5,502.00
,666,,806.00
,667,4,721.00
,668,1,544.00
,669,,391.00
,670,5,153.00
,671,8,192.00
,672,,415.00
,673,1,383.00
,674,,216.00
,675,,180.00
,676,,576.00
,677,1,299.00
,678,1,438.00
,679,,436.00
,680,,357.00
,681,1,221.00
,682,27,453.00
,683,3,663.00
,684,14,339.00
,685,1,326.00
,686,,306.00
,687,5,597.00
,688,2,386.00
,689,,451.00
,690,2,278.00
,691,3,606.00
,692,5,198.00
,693,1,243.00
,694,7,599.00
,695,24,917.00
,696,,255.00
,697,3,152.00
,698,1,265.00
,699,1,684.00
,700,6,462.00
,701,,137.00
,702,1,391.00
,703,1,506.00
,704,11,583.00
,705,1,707.00
,706,97,673.00
,707,2,272.00
,708,3,655.00
,709,2,469.00
,710,65,314.00
,711,3,1132.00
,712,33,476.00
,713,3,340.00
,714,1,480.00
,715,9,445.00
,716,1,325.00
,717,5,420.00
,718,1,264.00
,719,3,358.00
,720,1,302.00
,721,,147.00
,722,1,326.00
,723,1,222.00
,724,1,469.00
,725,23,893.00
,726,3,339.00
,727,1,301.00
,728,,139.00
,729,1,659.00
,730,2,211.00
,731,,98.00
,732,,235.00
,733,10,560.00
,734,,136.00
,735,27,872.00
,736,1,484.00
,737,48,636.00
,738,,181.00
,739,,162.00
,740,1,391.00
,741,,378.00
,742,3,352.00
,743,2,473.00
,744,,565.00
,745,3,687.00
,746,,334.00
,747,,193.00
,748,298,1259.00
,749,4,687.00
,750,5,503.00
,751,1,407.00
,752,,367.00
,753,6,466.00
,754,5,486.00
,755,11,745.00
,756,,455.00
,757,10,419.00
,758,,331.00
,759,,141.00
,760,1,471.00
,761,,322.00
,762,3,525.00
,763,7,432.00
,764,,209.00
,765,11,607.00
,766,46,565.00
,767,17,524.00
,768,3,251.00
,769,9,871.00
,770,9,125.00
,771,5,310.00
,772,8,717.00
,773,2,343.00
,774,25,400.00
,775,,111.00
,776,23,704.00
,777,1,123.00
,778,1,444.00
,779,5,688.00
,780,2,441.00
,781,30,851.00
,782,23,1163.00
,783,3,298.00
,784,2,599.00
,785,,456.00
,786,1,112.00
,787,58,638.00
,788,,291.00
,789,2,534.00
,790,2,399.00
,791,3,494.00
,792,5,505.00
,793,25,868.00
,794,,64.00
,795,3,398.00
,796,,100.00
,797,4,228.00
,798,,92.00
,799,,818.00
,800,1,421.00
,801,6,640.00
,802,22,717.00
,803,14,213.00
,804,,154.00
,805,1,436.00
,806,,264.00
,807,,394.00
,808,17,900.00
,809,8,743.00
,810,,646.00
,811,3,634.00
,812,,189.00
,813,17,477.00
,814,15,383.00
,815,,297.00
,816,1,206.00
,817,10,377.00
,818,,51.00
,819,,356.00
,820,11,549.00
,821,4,189.00
,822,,146.00
,823,99,777.00
,824,2,83.00
,825,2,322.00
,826,6,666.00
,827,2,109.00
,828,3,623.00
,829,1,477.00
,830,,149.00
,831,73,762.00
,832,,1191.00
,833,7,432.00
,834,4,584.00
,835,5,437.00
,836,7,187.00
,837,1,227.00
,838,,224.00
,839,3,630.00
,840,1,254.00
,841,,275.00
,842,10,714.00
,843,12,502.00
,844,26,1264.00
,845,49,289.00
,846,,225.00
,847,1,177.00
,848,9,500.00
,849,,330.00
,850,2,63.00
,851,1,474.00
,852,4,556.00
,853,3,288.00
,854,1,276.00
,855,18,112.00
,856,1,277.00
,857,26,321.00
,858,,438.00
,859,33,1154.00
,860,,198.00
,861,2,448.00
,862,,357.00
,863,1,606.00
,864,143,1037.00
,865,2,531.00
,866,6,854.00
,867,3,364.00
,868,,132.00
,869,1,544.00
,870,,176.00
,871,33,702.00
,872,2,219.00
,873,3,533.00
,874,30,877.00
,875,20,353.00
,876,10,376.00
,877,6,345.00
,878,22,955.00
,879,35,396.00
,880,,314.00
,881,15,296.00
,882,3,261.00
,883,1,398.00
,884,,162.00
,885,,448.00
,886,1,281.00
,887,2,224.00
,888,3,333.00
,889,106,851.00
,890,8,716.00
,891,13,418.00
,892,,124.00
,893,,77.00
,894,37,504.00
,895,1,291.00
,896,9,487.00
,897,28,85.00
,898,26,1165.00
,899,,228.00
,900,1,631.00
,901,107,956.00
,902,,261.00
,903,1,204.00
,904,,167.00
,905,4,439.00
,906,40,328.00
,907,2,37.00
,908,,100.00
,909,75,583.00
,910,,238.00
,911,43,1798.00
,912,12,282.00
,913,,333.00
,914,13,341.00
,915,1,381.00
,916,23,422.00
,917,2,499.00
,918,5,541.00
,919,13,342.00
,920,1,352.00
,921,,135.00
,922,1,447.00
,923,1,239.00
,924,1,575.00
,925,,136.00
,926,9,630.00
,927,,496.00
,928,15,901.00
,929,4,295.00
,930,2,701.00
,931,56,510.00
,932,2,202.00
,933,7,414.00
,934,12,1195.00
,935,1,474.00
,936,3,437.00
,937,1,198.00
,938,2,150.00
,939,,364.00
,940,,321.00
,941,5,189.00
,942,1,580.00
,943,3,419.00
,944,10,389.00
,945,,243.00
,946,4,134.00
,947,2,431.00
,948,7,863.00
,949,2,384.00
,950,3,284.00
,951,22,689.00
,952,7,446.00
,953,,196.00
,954,8,395.00
,955,39,273.00
,956,,446.00
,957,3,985.00
,958,3,1080.00
,959,67,777.00
,960,,107.00
,961,7,228.00
,962,39,490.00
,963,2,703.00
,964,8,714.00
,965,,403.00
,966,1,465.00
,967,67,542.00
,968,2,233.00
,969,,408.00
,970,4,457.00
,971,6,474.00
,972,5,91.00
,973,6,572.00
,974,15,239.00
,975,,162.00
,976,5,273.00
,977,34,517.00
,978,10,523.00
,979,,442.00
,980,,395.00
,981,3,429.00
,982,,226.00
,983,6,432.00
,984,1,289.00
,985,2,224.00
,986,,227.00
,987,1,604.00
,988,1,374.00
,989,3,946.00
,990,1,232.00
,991,1,118.00
,992,,310.00
,993,2,501.00
,994,3,790.00
,995,,170.00
,996,4,116.00
,997,4,614.00
,998,7,622.00
,999,29,354.00
,1000,2,117.00
,1001,9,318.00
,1002,1,296.00
,1003,2,517.00
,1004,5,930.00
,1005,,812.00
,1006,1,374.00
,1007,2,860.00
,1008,,90.00
,1009,66,245.00
,1010,14,96.00
,1011,68,1084.00
,1012,4,529.00
,1013,6,187.00
,1014,,468.00
,1015,89,382.00
,1016,2,349.00
,1017,7,994.00
,1018,7,376.00
,1019,1,366.00
,1020,,88.00
,1021,1,160.00
,1022,24,382.00
,1023,10,1075.00
,1024,,195.00
,1025,115,915.00
,1026,7,596.00
,1027,,384.00
,1028,4,467.00
,1029,7,237.00
,1030,,108.00
,1031,45,438.00
,1032,1,203.00
,1033,11,1405.00
,1034,,288.00
,1035,1,305.00
,1036,,756.00
,1037,,69.00
,1038,,101.00
,1039,3,157.00
,1040,,238.00
,1041,1,260.00
,1042,2,284.00
,1043,10,710.00
,1044,36,646.00
,1045,3,563.00
,1046,14,959.00
,1047,1,471.00
,1048,,280.00
,1049,3,222.00
,1050,2,209.00
,1051,3,155.00
,1052,79,468.00
,1053,,164.00
,1054,,358.00
,1055,8,917.00
,1056,41,592.00
,1057,,220.00
,1058,,369.00
,1059,3,381.00
,1060,,339.00
,1061,41,735.00
,1062,4,362.00
,1063,24,288.00
